label,config_id,restart_id,restart_seed,t_nuc_cluster,nucleated,p_seed,c_seed,seed_compactness,seed_rg,seed_perimeter,seed_perimeter_to_area,p_ordered_seed,c_ordered_seed,ordered_seed_compactness,ordered_seed_rg,ordered_seed_perimeter,ordered_seed_perimeter_to_area
1.1,2,1,2427349,268.7,1,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,2,2427386,110.3,1,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,3,2427423,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,4,2427460,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,5,2427497,164.5,1,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,6,2427534,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,7,2427571,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,8,2427608,137.0,1,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,9,2427645,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,10,2427682,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,11,2427719,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,12,2427756,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,13,2427793,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,14,2427830,122.10000000000001,1,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,2,15,2427867,,0,0.092041015625,16.0,0.45714285714285713,2.1560235388325424,26.0,1.625,0.0,0.0,0.0,,0.0,
1.1,3,0,2428321,251.3,1,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,1,2428358,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,2,2428395,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,3,2428432,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,4,2428469,157.70000000000002,1,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,5,2428506,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,6,2428543,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,7,2428580,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,8,2428617,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
1.1,3,9,2428654,,0,0.06640625,8.0,0.6666666666666666,1.7275343701356567,18.0,2.25,0.0,0.0,0.0,,0.0,
